sample_number,sample_date,sample_time,sample_site,sample_class,residual_free_chlorine_mg_l,turbidity_ntu,coliform_quanti_tray_mpn_100ml,e_coli_quanti_tray_mpn_100ml,fluoride_mg_l
201654312,2016-07-27T00:00:00.000,11:51,77650,Compliance,0.34,0.76,0,0,
201654395,2016-07-28T00:00:00.000,11:11,1S03B,Operational,0.81,0.85,0,0,0.72
201654399,2016-07-28T00:00:00.000,8:34,11350,Compliance,0.81,0.4,0,0,
201654393,2016-07-28T00:00:00.000,11:35,1S07,Operational,0.75,0.86,0,0,0.71
201654403,2016-07-28T00:00:00.000,9:24,13700,Operational,0.82,0.1,0,0,
201654510,2016-07-29T00:00:00.000,11:26,1S03B,Operational,0.8,0.8,0,0,0.7
201654413,2016-07-28T00:00:00.000,9:55,24550,Compliance,0.48,0.82,0,0,
201654401,2016-07-28T00:00:00.000,9:12,13150,Resample_Compliance,0.57,0.76,0,0,
201654436,2016-07-28T00:00:00.000,12:35,46350,Compliance,0.8,0.76,0,0,
201654415,2016-07-28T00:00:00.000,9:56,24850,Resample_Compliance,0.3,0.74,0,0,
201654304,2016-07-27T00:00:00.000,10:03,46850,Compliance,0.39,0.77,0,0,
201654433,2016-07-28T00:00:00.000,10:17,42150,Compliance,0.58,0.77,0,0,
201654409,2016-07-28T00:00:00.000,8:20,22650,Compliance,0.55,0.8,0,0,
201654397,2016-07-28T00:00:00.000,10:00,1SCH3,Operational,0.79,1.06,0,0,0.72
201654405,2016-07-28T00:00:00.000,10:31,15450,Compliance,0.72,0.7,0,0,
201654311,2016-07-27T00:00:00.000,11:21,76550,Compliance,0.1,0.6,3.1,0,
201654435,2016-07-28T00:00:00.000,9:17,43150,Compliance,0.66,0.8,0,0,
201654426,2016-07-28T00:00:00.000,11:44,38150,Compliance,0.41,0.76,0,0,
201654422,2016-07-28T00:00:00.000,10:02,33100,Operational,0.55,0.13,0,0,
201654410,2016-07-28T00:00:00.000,8:56,23000,Operational,0.57,0.78,0,0,
201654306,2016-07-27T00:00:00.000,9:35,50250,Compliance,0.69,0.82,0,0,
201654416,2016-07-28T00:00:00.000,10:10,24850,Resample_Compliance,0.25,0.77,0,0,
201654437,2016-07-28T00:00:00.000,11:50,50200,Operational,0.74,0.71,0,0,
201654408,2016-07-28T00:00:00.000,10:27,20950,Compliance,0.84,0.82,0,0,
201654412,2016-07-28T00:00:00.000,10:18,24450,Compliance,0.57,0.77,0,0,
201654402,2016-07-28T00:00:00.000,9:21,13150,Resample_Compliance,0.63,0.73,0,0,
201654406,2016-07-28T00:00:00.000,9:58,17450,Compliance,0.89,0.82,0,0,
201654417,2016-07-28T00:00:00.000,10:54,26700,Operational,0.51,0.85,0,0,
201654423,2016-07-28T00:00:00.000,10:12,35550,Compliance,0.3,0.79,0,0,
201654309,2016-07-27T00:00:00.000,8:36,52050,Compliance,0.2,0.66,0,0,
201654418,2016-07-28T00:00:00.000,9:04,27000,Operational,0.68,0.78,0,0,
201654623,2016-07-30T00:00:00.000,9:16,21550,Compliance,0.48,0.66,0,0,
201654560,2016-07-29T00:00:00.000,10:36,79150,Compliance,0.04,0.86,0,0,
201654313,2016-07-27T00:00:00.000,10:16,79450,Compliance,0.05,0.7,6.4,0,
201654414,2016-07-28T00:00:00.000,9:40,24850,Resample_Compliance,0.23,0.82,0,0,
201654442,2016-07-28T00:00:00.000,10:33,52150,Compliance,0.53,0.66,0,0,
201654432,2016-07-28T00:00:00.000,11:07,41650,Compliance,0.85,0.79,0,0,
201654606,2016-07-29T00:00:00.000,9:19,11750,Compliance,0.15,0.1,0,0,
201654429,2016-07-28T00:00:00.000,8:33,40200,Operational,1.01,0.87,0,0,
201654520,2016-07-29T00:00:00.000,12:02,16250,Compliance,0.61,0.75,0,0,
201654522,2016-07-29T00:00:00.000,8:41,21900,Operational,0.62,0.71,0,0,
201654404,2016-07-28T00:00:00.000,9:23,14350,Compliance,0.76,0.79,0,0,
201654613,2016-07-30T00:00:00.000,10:15,1S03A,Operational,0.99,0.8,0,0,0.71
201654559,2016-07-29T00:00:00.000,11:12,78350,Compliance,0.49,0.76,0,0,
201654624,2016-07-30T00:00:00.000,10:57,21750,Compliance,0.34,0.62,0,0,
201654509,2016-07-29T00:00:00.000,10:57,1S03A,Operational,1.07,0.87,0,0,0.7
201654643,2016-07-30T00:00:00.000,10:22,50300,Operational,0.71,0.82,0,0,
201654427,2016-07-28T00:00:00.000,12:18,39550,Compliance,0.3,1.46,0,0,
201654633,2016-07-30T00:00:00.000,8:39,31950,Compliance,0.49,0.68,0,0,
201654529,2016-07-29T00:00:00.000,8:39,27850,Compliance,0.24,0.62,0,0,
201654548,2016-07-29T00:00:00.000,10:43,44250,Compliance,0.2,0.63,0,0,
201654622,2016-07-30T00:00:00.000,7:21,20900,Operational,0.56,0.74,0,0,
201654424,2016-07-28T00:00:00.000,11:07,36100,Operational,0.53,0.78,0,0,
201654438,2016-07-28T00:00:00.000,11:30,50300,Operational,0.86,0.81,0,0,
201654616,2016-07-30T00:00:00.000,8:31,1SCH3,Operational,0.68,0.8,0,0,0.72
201654530,2016-07-29T00:00:00.000,10:37,29050,Compliance,0.43,0.92,0,0,
201654614,2016-07-30T00:00:00.000,9:42,1S03B,Operational,0.87,0.73,0,0,0.71
201654549,2016-07-29T00:00:00.000,8:02,46950,Compliance,0.65,0.81,0,0,
201654634,2016-07-30T00:00:00.000,9:13,33550,Compliance,0.39,0.72,0,0,
201654421,2016-07-28T00:00:00.000,9:30,32350,Compliance,0.32,0.48,0,0,
201654637,2016-07-30T00:00:00.000,9:42,40200,Operational,1.05,0.76,0,0,
201654625,2016-07-30T00:00:00.000,11:29,22250,Compliance,0.4,0.7,0,0,
201654542,2016-07-29T00:00:00.000,10:58,41300,Operational,0.69,0.74,0,0,
201654629,2016-07-30T00:00:00.000,9:01,27750,Compliance,0.49,0.65,0,0,
201654551,2016-07-29T00:00:00.000,11:10,50300,Operational,0.79,0.79,0,0,
201654618,2016-07-30T00:00:00.000,7:47,11250,Compliance,1,0.83,0,0,
201654628,2016-07-30T00:00:00.000,8:37,27000,Operational,0.78,0.72,0,0,
201654700,2016-07-31T00:00:00.000,10:35,1S07,Operational,0.67,0.78,0,0,0.72
201654626,2016-07-30T00:00:00.000,7:43,22950,Compliance,0.5,0.71,0,0,
201654532,2016-07-29T00:00:00.000,8:10,30250,Compliance,0.15,0.7,0,0,
201654431,2016-07-28T00:00:00.000,10:42,41050,Compliance,0.83,0.82,0,0,
201654440,2016-07-28T00:00:00.000,8:56,50750,Compliance,0.07,0.6,0,0,
201654444,2016-07-28T00:00:00.000,8:03,77550,Resample_Compliance,0.2,0.88,0,0,
201654446,2016-07-28T00:00:00.000,8:31,77550,Resample_Compliance,0.11,0.74,0,0,
201654407,2016-07-28T00:00:00.000,10:00,20900,Operational,0.76,0.76,0,0,
201654419,2016-07-28T00:00:00.000,9:26,27450,Compliance,0.42,0.74,0,0,
201654531,2016-07-29T00:00:00.000,9:53,29450,Compliance,0.42,0.75,0,0,
201654511,2016-07-29T00:00:00.000,12:06,1SCL1,Operational,1.01,0.1,0,0,0.74
201654420,2016-07-28T00:00:00.000,11:11,27650,Compliance,0.3,0.75,0,0,
201654512,2016-07-29T00:00:00.000,12:01,1SCH3,Operational,0.66,0.8,0,0,0.7
201654617,2016-07-30T00:00:00.000,10:48,10750,Compliance,0.97,0.85,0,0,
201654710,2016-07-31T00:00:00.000,10:02,21850,Compliance,0.55,0.73,0,0,
201654705,2016-07-31T00:00:00.000,10:50,11550,Compliance,0.8,0.78,0,0,
201654554,2016-07-29T00:00:00.000,9:06,57200,Operational,0.56,0.71,0,0,
201654447,2016-07-28T00:00:00.000,8:17,78550,Compliance,0.29,0.84,0,0,
201654430,2016-07-28T00:00:00.000,12:13,40600,Operational,0.76,0.89,0,0,
201654711,2016-07-31T00:00:00.000,9:02,22050,Compliance,0.72,0.86,0,0,
201654515,2016-07-29T00:00:00.000,10:33,12150,Compliance,1.03,0.82,0,0,
201654425,2016-07-28T00:00:00.000,9:05,37950,Compliance,0.2,0.88,0,0,
201654641,2016-07-30T00:00:00.000,8:32,47550,Compliance,0.25,0.65,0,0,
201654715,2016-07-31T00:00:00.000,12:05,25250,Compliance,0.35,0.75,0,0,
201654645,2016-07-30T00:00:00.000,9:44,57750,Compliance,0.76,0.72,0,0,
201654706,2016-07-31T00:00:00.000,8:03,13850,Compliance,0.41,0.77,0,0,
201654639,2016-07-30T00:00:00.000,10:57,44450,Compliance,0.23,0.63,0,0,
201654722,2016-07-31T00:00:00.000,8:34,39750,Compliance,0.35,0.75,0,0,
201654707,2016-07-31T00:00:00.000,8:32,15550,Compliance,0.55,0.61,0,0,
201654728,2016-07-31T00:00:00.000,9:17,41850,Compliance,0.69,0.77,0,0,
201654630,2016-07-30T00:00:00.000,8:04,30150,Compliance,0.28,0.38,0,0,
201654714,2016-07-31T00:00:00.000,12:40,24150,Compliance,0.6,0.73,0,0,
201654718,2016-07-31T00:00:00.000,7:39,30950,Compliance,0.26,0.69,0,0,
201654636,2016-07-30T00:00:00.000,10:38,3SC26,Operational,0.69,0.22,0,0,
201654723,2016-07-31T00:00:00.000,11:01,3SC26,Operational,0.74,0.1,0,0,
201654724,2016-07-31T00:00:00.000,11:46,40200,Operational,1,0.88,0,0,
201654734,2016-07-31T00:00:00.000,10:24,76550,Resample_Compliance,0.08,0.62,0,0,
201654729,2016-07-31T00:00:00.000,8:47,44750,Compliance,0.65,0.87,0,0,
201654738,2016-07-31T00:00:00.000,12:11,78050,Compliance,0.21,0.68,0,0,
201654708,2016-07-31T00:00:00.000,7:32,17550,Compliance,0.69,0.1,0,0,
201654739,2016-07-31T00:00:00.000,11:34,78850,Compliance,0.41,0.63,0,0,
201654793,2016-08-01T00:00:00.000,12:22,21150,Compliance,0.58,0.7,0,0,
201654795,2016-08-01T00:00:00.000,10:42,23550,Compliance,0.08,0.61,0,0,
201654732,2016-07-31T00:00:00.000,10:41,51150,Compliance,0.68,0.76,0,0,
201654782,2016-08-01T00:00:00.000,11:51,1S03A,Operational,1.04,0.76,0,0,0.7
201654791,2016-08-01T00:00:00.000,9:49,20050,Compliance,0.33,0.65,0,0,
201654799,2016-08-01T00:00:00.000,11:52,29500,Operational,0.46,0.72,0,0,
201654736,2016-07-31T00:00:00.000,11:00,76550,Resample_Compliance,0.08,0.65,0,0,
201654783,2016-08-01T00:00:00.000,12:27,1S03B,Operational,0.85,0.65,0,0,0.7
201654797,2016-08-01T00:00:00.000,11:20,27000,Operational,0.74,0.73,0,0,
201654806,2016-08-01T00:00:00.000,9:17,35200,Operational,0.53,0.66,0,0,
201654786,2016-08-01T00:00:00.000,11:25,10850,Compliance,0.74,0.63,0,0,
201654735,2016-07-31T00:00:00.000,10:46,76550,Resample_Compliance,0.17,0.61,0,0,
201654809,2016-08-01T00:00:00.000,12:27,3SC26,Operational,0.76,0.11,0,0,
201654508,2016-07-29T00:00:00.000,10:30,1S07,Operational,0.64,0.75,0,0,0.69
201654528,2016-07-29T00:00:00.000,12:03,27600,Operational,0.72,0.73,0,0,
201654553,2016-07-29T00:00:00.000,8:36,55450,Compliance,0.05,0.72,0,0,
201654443,2016-07-28T00:00:00.000,9:01,76450,Compliance,0.75,0.82,0,0,
201654526,2016-07-29T00:00:00.000,9:23,27000,Operational,0.81,0.73,0,0,
201654801,2016-08-01T00:00:00.000,10:47,30050,Compliance,0.44,0.73,0,0,
201654784,2016-08-01T00:00:00.000,10:04,1SCL1,Operational,0.91,0.1,0,0,0.71
201654800,2016-08-01T00:00:00.000,9:08,29850,Compliance,0.52,0.67,0,0,
201654737,2016-07-31T00:00:00.000,9:46,76650,Compliance,0.48,0.72,0,0,
201654781,2016-08-01T00:00:00.000,8:58,1S07,Operational,0.68,0.76,0,0,0.7
201654439,2016-07-28T00:00:00.000,12:07,50600,Operational,0.77,0.72,0,0,
201654788,2016-08-01T00:00:00.000,10:47,13350,Compliance,0.72,0.69,0,0,
201654785,2016-08-01T00:00:00.000,9:47,1SCH3,Operational,0.65,0.75,0,0,0.7
201654516,2016-07-29T00:00:00.000,8:17,15050,Compliance,0.49,0.63,0,0,
201654817,2016-08-01T00:00:00.000,9:46,45650,Compliance,0.46,0.59,0,0,
201654445,2016-07-28T00:00:00.000,8:17,77550,Resample_Compliance,0.2,0.88,0,0,
201654441,2016-07-28T00:00:00.000,9:49,50850,Compliance,0.41,0.66,0,0,
201654434,2016-07-28T00:00:00.000,9:42,42700,Operational,0.72,0.73,0,0,
201654524,2016-07-29T00:00:00.000,12:40,25150,Compliance,0.38,0.69,0,0,
201654513,2016-07-29T00:00:00.000,8:47,10150,Compliance,0.35,0.31,0,0,
201654527,2016-07-29T00:00:00.000,11:56,27550,Compliance,0.36,0.75,0,0,
201654538,2016-07-29T00:00:00.000,11:35,37300,Operational,0.4,0.72,0,0,
201654525,2016-07-29T00:00:00.000,9:14,26750,Compliance,0.47,0.64,0,0,
201654411,2016-07-28T00:00:00.000,10:36,23900,Operational,0.41,0.8,0,0,
201654541,2016-07-29T00:00:00.000,11:10,40650,Compliance,0.79,0.86,0,0,
201654523,2016-07-29T00:00:00.000,11:09,23850,Compliance,0.4,0.69,0,0,
201654647,2016-07-30T00:00:00.000,9:55,78150,Compliance,0.48,0.7,0,0,
201654517,2016-07-29T00:00:00.000,8:43,15150,Resample_Compliance,0.63,0.82,0,0,
201654519,2016-07-29T00:00:00.000,9:00,15150,Resample_Compliance,0.57,0.79,0,0,
201654518,2016-07-29T00:00:00.000,8:51,15150,Resample_Compliance,0.67,0.77,0,0,
201654552,2016-07-29T00:00:00.000,10:31,51850,Compliance,0.09,0.63,0,0,
201654537,2016-07-29T00:00:00.000,10:45,36350,Compliance,0.41,0.11,0,0,
201654823,2016-08-01T00:00:00.000,8:42,58150,Compliance,0.75,0.69,0,0,
201654802,2016-08-01T00:00:00.000,11:50,32150,Compliance,0.46,0.73,0,0,
201654808,2016-08-01T00:00:00.000,12:08,38300,Operational,0.65,0.72,0,0,
201654792,2016-08-01T00:00:00.000,11:16,20900,Operational,0.6,0.67,0,0,
201654790,2016-08-01T00:00:00.000,9:57,18000,Operational,0.71,0.1,0,0,
201654796,2016-08-01T00:00:00.000,11:27,24300,Operational,0.62,0.7,0,0,
201654805,2016-08-01T00:00:00.000,11:28,34650,Compliance,0.48,0.66,0,0,
201654811,2016-08-01T00:00:00.000,8:49,40200,Operational,0.89,0.68,0,0,
201654814,2016-08-01T00:00:00.000,10:02,44350,Compliance,0.22,1.06,0,0,
201654813,2016-08-01T00:00:00.000,8:17,43650,Compliance,0.59,0.67,0,0,
201654535,2016-07-29T00:00:00.000,9:54,34850,Compliance,0.63,0.69,0,0,
201654798,2016-08-01T00:00:00.000,12:26,29350,Compliance,0.31,1.41,0,0,
201654719,2016-07-31T00:00:00.000,8:08,32550,Compliance,0.38,0.21,0,0,
201654556,2016-07-29T00:00:00.000,9:35,76550,Resample_Compliance,0.03,0.9,1,0,
201654557,2016-07-29T00:00:00.000,9:49,76550,Resample_Compliance,0.3,1.18,0,0,
201654709,2016-07-31T00:00:00.000,7:42,20900,Operational,0.53,0.78,0,0,
201654716,2016-07-31T00:00:00.000,9:26,27000,Operational,0.78,0.76,0,0,
201654562,2016-07-29T00:00:00.000,8:42,79450,Resample_Compliance,0.12,0.64,0,0,
201654540,2016-07-29T00:00:00.000,11:40,40200,Operational,1.04,0.79,0,0,
201654555,2016-07-29T00:00:00.000,9:46,58950,Compliance,0.72,0.7,0,0,
201654726,2016-07-31T00:00:00.000,8:11,41150,Compliance,0.39,0.62,0,0,
201654547,2016-07-29T00:00:00.000,9:56,42850,Resample_Compliance,0.73,0.85,0,0,
201654543,2016-07-29T00:00:00.000,11:30,41450,Compliance,0.7,0.8,0,0,
201654713,2016-07-31T00:00:00.000,12:37,23650,Compliance,0.46,0.78,0,0,
201654550,2016-07-29T00:00:00.000,10:09,50200,Operational,0.79,0.74,0,0,
201654546,2016-07-29T00:00:00.000,9:40,42850,Resample_Compliance,0.8,0.79,0,0,
201654544,2016-07-29T00:00:00.000,8:41,42750,Compliance,0.05,0.64,0,0,
201654536,2016-07-29T00:00:00.000,12:01,35150,Compliance,0.65,0.73,0,0,
201654534,2016-07-29T00:00:00.000,11:09,33300,Operational,0.61,0.13,0,0,
201654730,2016-07-31T00:00:00.000,11:16,50300,Operational,0.8,0.78,2,0,
201654533,2016-07-29T00:00:00.000,9:09,32650,Compliance,0.39,0.89,0,0,
201654521,2016-07-29T00:00:00.000,10:12,20900,Operational,0.82,0.78,0,0,
201654561,2016-07-29T00:00:00.000,8:26,79450,Resample_Compliance,0.11,0.69,0,0,
201654619,2016-07-30T00:00:00.000,9:12,17350,Compliance,0.41,0.61,0,0,
201654620,2016-07-30T00:00:00.000,7:16,17650,Compliance,0.56,0.3,0,0,
201654545,2016-07-29T00:00:00.000,9:24,42850,Resample_Compliance,0.72,1.35,0,0,
201654612,2016-07-30T00:00:00.000,11:17,1S07,Operational,0.73,0.81,0,0,0.71
201654539,2016-07-29T00:00:00.000,10:51,3SC26,Operational,0.65,0.1,0,0,
201654615,2016-07-30T00:00:00.000,8:33,1SCL1,Operational,0.92,0.22,0,0,0.79
201654607,2016-07-29T00:00:00.000,9:50,11750,Compliance,0.22,0.16,0,0,
201654558,2016-07-29T00:00:00.000,10:06,76550,Resample_Compliance,0.4,0.84,0,0,
201654621,2016-07-30T00:00:00.000,8:08,20750,Compliance,0.61,0.66,0,0,
201654563,2016-07-29T00:00:00.000,8:59,79450,Resample_Compliance,0.12,0.63,0,0,
201654627,2016-07-30T00:00:00.000,12:05,26850,Compliance,0.36,0.94,0,0,
201654642,2016-07-30T00:00:00.000,11:31,47850,Compliance,0.27,0.66,0,0,
201654701,2016-07-31T00:00:00.000,10:19,1S03A,Operational,0.88,0.83,0,0,0.72
201654635,2016-07-30T00:00:00.000,10:04,37450,Compliance,0.33,0.7,0,0,
201654640,2016-07-30T00:00:00.000,7:51,46150,Compliance,0.2,0.78,0,0,
201654717,2016-07-31T00:00:00.000,8:23,29550,Compliance,0.06,0.69,0,0,
201654646,2016-07-30T00:00:00.000,10:28,76150,Compliance,0.51,0.67,0,0,
201654638,2016-07-30T00:00:00.000,10:15,43750,Compliance,0.55,0.67,0,0,
201654632,2016-07-30T00:00:00.000,9:35,31650,Compliance,0.26,0.77,0,0,
201654631,2016-07-30T00:00:00.000,7:33,31050,Compliance,0.2,0.69,0,0,
201654702,2016-07-31T00:00:00.000,9:50,1S03B,Operational,0.78,0.76,0,0,0.72
201654787,2016-08-01T00:00:00.000,10:20,13050,Compliance,0.7,0.62,0,0,
201654727,2016-07-31T00:00:00.000,8:35,41350,Compliance,0.63,0.8,0,0,
201654703,2016-07-31T00:00:00.000,9:12,1SCL1,Operational,0.9,0.1,0,0,0.73
201654704,2016-07-31T00:00:00.000,9:08,1SCH3,Operational,0.75,0.83,0,0,0.72
201654733,2016-07-31T00:00:00.000,9:46,58650,Compliance,0.27,0.61,0,0,
201654731,2016-07-31T00:00:00.000,11:42,50650,Compliance,0.61,0.67,0,0,
201654712,2016-07-31T00:00:00.000,11:13,23350,Compliance,0.52,0.75,0,0,
201654804,2016-08-01T00:00:00.000,8:30,33700,Operational,0.63,0.12,0,0,
201654794,2016-08-01T00:00:00.000,11:58,21450,Compliance,0.75,0.64,0,0,
201654810,2016-08-01T00:00:00.000,9:32,40150,Compliance,0.17,0.65,0,0,
201654789,2016-08-01T00:00:00.000,9:14,17750,Compliance,0.81,0.6,0,0,
201654825,2016-08-01T00:00:00.000,12:16,76750,Compliance,0.83,0.69,0,0,
201654807,2016-08-01T00:00:00.000,10:49,35350,Compliance,0.53,0.1,0,0,
201654815,2016-08-01T00:00:00.000,8:42,44950,Compliance,0.74,0.71,0,0,
201654812,2016-08-01T00:00:00.000,10:42,42300,Operational,0.83,0.66,0,0,
201654891,2016-08-02T00:00:00.000,10:57,20900,Operational,0.52,0.68,0,0,
201654882,2016-08-02T00:00:00.000,8:58,13600,Operational,1.05,0.83,0,0,
201654824,2016-08-01T00:00:00.000,11:04,76300,Operational,0.12,0.59,0,0,
201654894,2016-08-02T00:00:00.000,10:00,21950,Compliance,0.25,0.69,0,0,
201654819,2016-08-01T00:00:00.000,10:24,50300,Operational,0.85,0.65,0,0,
201654816,2016-08-01T00:00:00.000,11:46,45050,Compliance,0.56,0.68,0,0,
201654721,2016-07-31T00:00:00.000,9:11,35750,Compliance,0.38,0.68,0,0,
201654725,2016-07-31T00:00:00.000,7:56,40750,Compliance,0.81,0.7,0,0,
201654720,2016-07-31T00:00:00.000,9:57,34550,Compliance,0.54,0.1,0,0,
201654820,2016-08-01T00:00:00.000,9:59,51350,Compliance,0.26,0.65,0,0,
201654821,2016-08-01T00:00:00.000,9:33,52000,Operational,0.71,0.66,0,0,
201654818,2016-08-01T00:00:00.000,10:58,50200,Operational,0.68,0.73,0,0,
201654644,2016-07-30T00:00:00.000,8:55,51450,Compliance,0.74,0.71,0,0,
201654803,2016-08-01T00:00:00.000,10:09,32950,Compliance,0.34,0.57,0,0,
201654898,2016-08-02T00:00:00.000,8:48,24950,Compliance,0.13,0.58,0,0,
201654876,2016-08-02T00:00:00.000,11:21,1S03B,Operational,0.83,0.73,0,0,0.69
201654895,2016-08-02T00:00:00.000,10:35,22300,Operational,0.59,0.69,0,0,
201654897,2016-08-02T00:00:00.000,11:17,24700,Operational,0.57,0.66,0,0,
201654822,2016-08-01T00:00:00.000,9:04,52450,Compliance,0.6,0.67,0,0,
201654917,2016-08-02T00:00:00.000,11:44,38650,Compliance,0.41,0.78,0,0,
201654826,2016-08-01T00:00:00.000,10:21,79050,Compliance,0.47,0.64,0,0,
201654875,2016-08-02T00:00:00.000,10:27,1S03A,Operational,0.94,0.73,0,0,0.7
201654884,2016-08-02T00:00:00.000,8:21,18450,Compliance,0.87,0.71,0,0,
201654881,2016-08-02T00:00:00.000,10:12,13550,Compliance,0.86,0.72,0,0,
201654880,2016-08-02T00:00:00.000,9:32,10550,Compliance,0.58,0.12,0,0,
201654877,2016-08-02T00:00:00.000,9:31,1SCL1,Operational,0.88,0.1,0,0,0.75
201654905,2016-08-02T00:00:00.000,10:46,35000,Operational,0.54,0.72,0,0,
201654923,2016-08-02T00:00:00.000,8:15,40950,Compliance,0.82,0.8,0,0,
201654899,2016-08-02T00:00:00.000,11:45,25950,Compliance,0.62,0.84,0,0,
201654896,2016-08-02T00:00:00.000,9:22,24650,Compliance,0.18,0.66,0,0,
201654918,2016-08-02T00:00:00.000,10:10,39400,Operational,0.35,0.49,0,0,
201654920,2016-08-02T00:00:00.000,8:21,40200,Operational,0.95,0.78,0,0,
201654893,2016-08-02T00:00:00.000,12:19,21350,Compliance,0.32,0.64,0,0,
201654874,2016-08-02T00:00:00.000,9:14,1S07,Operational,0.72,0.83,0,0,0.68
201654879,2016-08-02T00:00:00.000,9:38,10250,Compliance,0.74,0.8,0,0,
201654903,2016-08-02T00:00:00.000,10:45,34050,Compliance,0.58,0.68,0,0,
201654901,2016-08-02T00:00:00.000,10:22,27000,Operational,0.79,0.75,0,0,
201654933,2016-08-02T00:00:00.000,10:49,77050,Compliance,0.08,0.6,0,0,
201654922,2016-08-02T00:00:00.000,8:43,40850,Compliance,0.98,0.81,0,0,
201654924,2016-08-02T00:00:00.000,8:47,42350,Compliance,0.52,0.7,0,0,
201654906,2016-08-02T00:00:00.000,12:11,35050,Compliance,0.63,0.1,0,0,
201654892,2016-08-02T00:00:00.000,11:54,21050,Compliance,0.61,0.72,0,0,
201654902,2016-08-02T00:00:00.000,8:37,30350,Compliance,0.3,0.7,0,0,
201654904,2016-08-02T00:00:00.000,11:54,34150,Compliance,0.51,0.74,0,0,
201654883,2016-08-02T00:00:00.000,10:48,17050,Compliance,0.47,0.58,0,0,
201654878,2016-08-02T00:00:00.000,9:28,1SCH3,Operational,0.87,0.79,0,0,0.71
201654900,2016-08-02T00:00:00.000,9:52,26950,Compliance,0.54,0.76,0,0,
201654930,2016-08-02T00:00:00.000,9:09,58350,Compliance,0.16,0.5,0,0,
201655023,2016-08-03T00:00:00.000,12:42,1S03A,Operational,1.11,0.85,0,0,0.72
201654921,2016-08-02T00:00:00.000,9:15,40300,Operational,0.7,0.88,0,0,
201654927,2016-08-02T00:00:00.000,11:22,50200,Operational,0.8,0.63,0,0,
201654925,2016-08-02T00:00:00.000,11:20,42950,Compliance,0.68,0.7,0,0,
201654934,2016-08-02T00:00:00.000,10:14,77650,Compliance,0.32,0.62,0,0,
201654931,2016-08-02T00:00:00.000,9:49,58400,Operational,0.23,0.6,0,0,
201654932,2016-08-02T00:00:00.000,10:57,59350,Compliance,0.64,0.6,0,0,
201654926,2016-08-02T00:00:00.000,9:36,43950,Compliance,0.35,0.63,0,0,
201654929,2016-08-02T00:00:00.000,10:20,51050,Compliance,0.14,0.57,0,0,
201654907,2016-08-02T00:00:00.000,9:26,36000,Operational,0.61,0.61,0,0,
201654928,2016-08-02T00:00:00.000,11:44,50300,Operational,0.82,0.74,0,0,
201654919,2016-08-02T00:00:00.000,11:14,3SC26,Operational,0.74,0.1,0,0,
201655024,2016-08-03T00:00:00.000,12:15,1S03B,Operational,0.76,0.71,0,0,0.71
201655025,2016-08-03T00:00:00.000,11:08,1SCL1,Operational,0.96,0.1,0,0,0.75
201655028,2016-08-03T00:00:00.000,10:10,12000,Operational,0.76,0.12,0,0,
201655029,2016-08-03T00:00:00.000,10:25,14100,Operational,0.37,0.72,0,0,
201655022,2016-08-03T00:00:00.000,11:01,1S07,Operational,0.82,0.94,0,0,0.71
201655026,2016-08-03T00:00:00.000,10:59,1SCH3,Operational,0.68,0.76,0,0,0.71
201655027,2016-08-03T00:00:00.000,9:37,11750,Compliance,0.33,0.1,0,0,
201655176,2016-08-04T00:00:00.000,10:49,3SC26,Operational,0.68,0.13,0,0,
201655169,2016-08-04T00:00:00.000,10:11,31850,Compliance,0.1,0.74,0,0,
201655178,2016-08-04T00:00:00.000,8:37,40450,Compliance,0.24,0.58,0,0,
201655164,2016-08-04T00:00:00.000,8:30,26300,Operational,0.32,0.6,0,0,
201655068,2016-08-03T00:00:00.000,9:38,77750,Compliance,0.01,0.55,0,0,
201655167,2016-08-04T00:00:00.000,11:58,28550,Compliance,0.4,0.9,0,0,
201655179,2016-08-04T00:00:00.000,8:06,40550,Compliance,0.86,0.88,0,0,
201655163,2016-08-04T00:00:00.000,9:53,25900,Operational,0.63,0.76,0,0,
201655152,2016-08-04T00:00:00.000,9:44,1SCH3,Operational,0.78,0.93,0,0,0.71
201655043,2016-08-03T00:00:00.000,9:41,29300,Operational,0.51,0.78,0,0,
201655295,2016-08-05T00:00:00.000,11:57,12250,Compliance,0.81,0.71,0,0,
201655156,2016-08-04T00:00:00.000,7:46,14950,Compliance,0.63,0.2,0,0,
201655165,2016-08-04T00:00:00.000,10:16,27000,Operational,0.86,0.78,0,0,
201655158,2016-08-04T00:00:00.000,11:34,20350,Compliance,0.41,0.72,0,0,
201655297,2016-08-05T00:00:00.000,9:02,14850,Compliance,0.74,0.61,0,0,
201655033,2016-08-03T00:00:00.000,12:19,20150,Compliance,0.44,0.75,0,0,
201655069,2016-08-03T00:00:00.000,8:49,79550,Compliance,0.12,0.59,0,0,
201655298,2016-08-05T00:00:00.000,8:57,15250,Resample_Compliance,0.73,0.67,0,0,
201655161,2016-08-04T00:00:00.000,9:11,25050,Compliance,0.53,0.61,0,0,
201655292,2016-08-05T00:00:00.000,10:29,1SCL1,Operational,0.94,0.12,0,0,0.81
201655155,2016-08-04T00:00:00.000,11:13,12550,Compliance,0.8,0.92,0,0,
201655065,2016-08-03T00:00:00.000,9:16,58250,Compliance,0.66,0.78,0,0,
